Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
Lumax Industries,517206,LUMAXIND,INE162B01018,Auto Components,Auto Components & Equipments,5808.00,5426.77,466.26,6969.90,5151.70,16.67,973.13,75.00,51.08,41.14,36.19,55.59,-5.58,54.92,46.55,35.64,0.00,27.00,1296.43,28.54,4484.87,26.52,32.60,51.08,201.02,17.71,21.97,41.64,4.18,2.33,372.56,211.99,5145.10,120.13,58.75,58.84,10.41,-2.79,26.23,908.16,278.05,1575.91,12.95,5.92,1223.23,24495.00,23690.00,19623.00,1.36,6.70,16.94,26.23
Lupin,500257,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,2201.50,100886.45,9138.84,2530.00,2255.67,12.98,6616.18,46.85,1415.00,16.08,1219.03,1556.53,-3.52,2316.57,1180.51,1484.83,0.00,16.94,9150.17,29.84,29966.58,28.19,32.04,1416.98,5954.46,29.93,28.68,60.96,17.12,2.48,7334.50,2999.94,2256.21,2896.73,50.59,29.27,3142.33,12.35,5652.90,22356.83,3669.67,20450.25,10.17,4.48,8276.89,300283.00,290411.00,286604.00,22.42,24.65,6.08,5652.90
Lux Industries,539542,LUXIND,INE150G01020,Textiles & Apparels,Garments & Apparels,1201.00,3618.90,204.46,4644.00,1246.92,34.66,584.16,74.19,21.98,-8.11,23.92,40.37,-45.55,32.47,13.32,23.84,0.00,34.93,849.94,9.13,2947.87,11.34,1.78,21.98,103.60,7.84,5.90,-33.35,3.57,-39.11,-152.86,-84.88,1247.39,52.77,10.80,40.48,29.96,-1.79,97.12,1841.69,155.00,2643.32,19.69,1.95,615.25,64430.00,73864.00,76310.00,0.72,4.76,20.33,97.12
M & M,500520,M&M,INE101A01026,Automobiles,Passenger Cars & Utility Vehicles,3424.80,426220.74,42390.57,3840.00,3262.10,10.81,136935.91,18.44,5642.03,33.80,4216.78,4936.59,14.02,6462.02,5021.47,3963.75,0.02,22.23,58667.98,27.25,211374.90,26.18,27.80,5997.56,19175.84,15.10,20.33,38.11,10.66,14.99,11657.36,3175.81,3260.46,11140.46,47.26,58.33,20614.84,-2.78,31978.58,92537.57,40323.84,126334.75,11.69,4.57,58187.57,989776.00,941478.00,864189.00,34.89,32.58,10.47,31978.58
M & M Fin. Serv.,532720,M&MFIN,INE774D01024,Finance,Non Banking Financial Company (NBFC),382.45,53166.27,13278.29,415.00,331.30,7.84,128370.44,52.49,926.03,75.43,527.87,938.02,-1.38,1145.29,825.60,566.07,0.00,15.86,5721.86,13.84,21732.67,13.56,14.57,927.48,3351.90,8.72,12.26,46.24,16.22,-0.33,-12772.18,-15601.88,330.79,3591.17,8.23,52.93,5847.20,-10.78,7568.12,26360.73,7406.91,9810.89,12.50,2.00,5717.91,241776.00,236252.00,227141.00,9.53,31.48,6.46,7568.12
M B Agro Prod.,,MBAPL,INE900L01028,Fertilizers & Agrochemicals,Fertilizers,163.41,7159.56,242.67,172.85,110.99,5.46,855.91,74.76,32.96,16.84,28.21,59.76,-44.85,61.40,31.76,30.46,0.00,46.21,660.58,46.73,1873.59,47.70,1.61,32.96,154.94,19.34,31.33,108.81,7.92,-112.44,-127.38,96.21,110.46,90.83,1.40,62.04,11.88,-15.45,24.82,462.07,0.00,910.71,31.37,13.02,416.30,12260.00,12758.00,11822.00,0.67,0.01,24.57,24.82
M M Forgings,522241,MMFL,INE227C01017,Auto Components,Auto Components & Equipments,638.95,3093.89,295.59,729.80,465.97,7.41,1235.32,56.33,34.17,78.06,19.19,44.78,102.10,31.95,17.57,16.57,0.00,27.50,435.86,13.23,1648.71,9.58,16.27,90.42,112.50,8.97,10.49,1.42,8.13,1.42,227.63,181.62,464.23,76.75,6.62,60.43,217.94,-4.41,225.49,926.94,9.84,1019.75,13.45,3.16,420.48,29930.00,30828.00,35742.00,2.44,7.49,33.73,225.49
M R P L,500109,MRPL,INE103A01014,Petroleum Products,Refineries & Marketing,173.98,30493.44,6536.22,289.25,163.00,19.06,15341.03,88.58,587.53,317.07,-270.66,116.99,708.34,1451.37,1450.89,627.36,0.00,10.96,36886.57,62.86,109564.10,23.40,120.41,945.68,2782.77,18.03,14.48,1067.35,1.54,0.55,2531.20,1877.90,162.89,2247.97,8.28,54.10,31.39,9.04,610.60,12444.20,49.61,21750.00,5.92,2.15,38254.19,481301.00,466296.00,521003.00,2.17,0.39,8.86,610.60
Mah. Scooters,500266,MAHSCOOTER,INE288A01013,Finance,Investment Company,13138.00,15001.25,309.04,18538.00,13145.08,29.13,0.00,51.00,3.32,-90.61,35.36,4.01,-17.21,364.50,4.12,267.07,0.00,53.86,406.06,49.83,288.90,41.01,-81.52,3.32,278.52,1.06,1.06,43.69,61.37,6.25,267.05,158.76,13145.15,365.39,318.94,47.33,8.05,0.79,7.58,27623.36,30758.86,32.14,52.54,0.54,5.41,24766.00,23919.00,25089.00,6.18,3.85,38.96,7.58
Mah. Seamless,500265,MAHSEAMLES,INE271B01025,Industrial Products,Iron & Steel Products,610.60,8182.20,1055.20,1099.05,601.73,11.51,13.36,70.28,266.40,15.67,230.32,104.29,159.04,118.41,242.65,125.23,0.00,11.07,1039.18,-10.31,4620.27,-12.21,-4.72,266.40,738.81,14.29,10.65,-15.90,24.41,1.01,933.24,609.62,601.64,145.53,8.84,56.65,43.94,11.90,79.22,6809.45,3821.08,5557.84,7.49,1.19,1091.20,83466.00,88783.00,93504.00,9.72,3.84,16.17,79.22
Mahanagar Gas,539957,MGL,INE002S01010,Gas,LPG/CNG/PNG/LNG Supplier,1137.80,11230.97,1499.80,1988.55,1143.71,17.43,218.73,32.50,193.70,-39.39,319.56,131.92,46.83,231.67,201.97,193.37,0.00,15.58,2294.38,11.96,8530.54,12.43,13.95,193.70,720.96,17.14,12.32,-32.87,8.17,0.75,1147.45,1419.61,1143.77,351.77,23.45,55.12,332.83,5.92,113.62,6335.48,1169.30,794.86,8.03,1.75,2371.71,178033.00,184373.00,166589.00,23.21,22.53,11.75,113.62
Mahindra Holiday,533088,MHRIL,INE998I01010,Leisure Services,Hotels & Resorts,221.05,4464.01,752.68,505.00,262.22,41.81,3829.42,66.73,-8.66,-210.04,7.87,41.56,-120.61,-8.17,1.40,16.93,0.00,95.41,762.26,6.26,3023.14,6.85,4.48,-8.55,46.79,8.12,9.90,-63.89,-1.17,0.60,530.76,621.46,262.63,145.68,-0.40,44.67,271.22,5.87,101.86,576.20,694.56,3090.20,11.18,5.74,732.81,96220.00,93818.00,88115.00,4.01,11.00,18.07,101.86
Mahindra Life.,532313,MAHLIFE,INE813A01018,Realty,"Residential, Commercial Projects",377.20,8035.56,315.22,623.98,363.17,11.94,662.28,52.41,85.53,66.92,51.24,90.11,-5.07,,108.88,47.91,0.00,25.86,,,2108.47,875.69,2909.48,85.55,310.69,7.64,9.91,211.28,8.89,-1.65,-544.93,-542.09,363.03,,,47.41,256.21,-15.70,534.61,3413.53,1269.00,6534.61,21.38,2.22,962.13,127821.00,117689.00,118204.00,7.38,22.77,17.44,534.61
Mahindra Logis.,540768,MAHLOG,INE766P01016,Transport Services,Logistics Solution Provider,406.65,4037.36,394.60,749.24,370.91,9.81,649.75,59.58,25.39,335.09,-10.80,20.19,24.46,18.63,6.01,-8.36,0.00,102.46,2000.64,18.71,7377.59,16.93,23.29,27.83,39.40,7.36,0.32,205.56,1.39,1.42,253.61,343.17,370.55,110.29,1.71,53.71,75.97,9.46,199.55,1075.56,124.88,1514.75,10.26,3.43,2002.88,75213.00,75954.00,79055.00,4.09,14.44,21.90,199.55
Maithan Alloys,590078,MAITHANALL,INE683C01011,Ferrous Metals,Ferro & Silica Manganese,978.00,2851.29,671.19,1595.90,1006.37,19.18,237.20,74.96,393.04,-26.69,536.14,-70.44,659.88,48.08,92.74,-119.02,0.00,9.81,501.35,2.15,2079.81,0.82,-14.67,395.72,290.55,14.83,10.99,-59.07,73.35,1.37,-9.86,49.77,1006.65,62.95,16.40,47.52,58.89,-3.50,106.81,4116.85,2840.36,3331.35,6.41,0.69,539.53,40301.00,40534.00,39501.00,1.06,0.02,23.96,106.81
Man Industries,513269,MANINDS,INE993A01026,Industrial Products,Iron & Steel Products,676.90,5077.00,467.89,699.00,486.62,3.16,627.98,43.21,61.43,122.41,27.62,50.85,20.81,66.71,55.04,36.98,20.05,24.85,985.12,18.11,3874.90,10.75,41.91,61.43,204.30,16.21,9.23,26.31,5.83,1.61,514.91,67.99,484.70,137.74,8.89,75.81,379.18,4.40,657.21,2049.04,70.77,3533.09,9.33,2.43,1053.13,49144.00,50913.00,59257.00,2.87,1.43,52.48,657.21
Man Infra,533169,MANINFRA,INE949H01023,Realty,"Residential, Commercial Projects",110.29,4451.23,294.29,262.80,117.23,38.64,63.98,62.52,71.64,28.92,55.57,42.83,52.84,25.64,51.62,60.01,0.00,20.55,130.50,-12.27,665.88,-29.86,19.36,62.74,216.65,13.24,9.16,-16.93,28.74,1.38,-49.70,132.99,117.30,33.68,0.64,57.44,422.89,10.25,435.32,2185.70,530.07,2136.47,12.95,1.96,218.31,87961.00,87242.00,94504.00,1.92,1.13,34.42,435.32
Manappuram Fin.,531213,MANAPPURAM,INE522D01027,Finance,Non Banking Financial Company (NBFC),349.25,32772.58,5355.25,381.55,305.69,8.47,57836.61,41.66,584.58,322.45,138.38,403.96,44.46,293.20,238.56,217.31,0.00,22.61,2635.27,15.92,10275.49,4.68,34.11,584.77,1449.48,8.25,6.97,81.21,19.27,-0.47,-20237.74,-466.57,305.25,1642.36,3.12,49.63,3807.69,-13.44,6148.86,15862.88,2051.25,7962.18,13.06,2.04,3034.16,526798.00,554109.00,599501.00,22.30,14.85,21.20,6148.86
Mangalam Cement,502157,MANGLMCEM,INE347A01017,Cement & Cement Products,Cement & Cement Products,981.85,2690.65,264.72,1095.65,860.06,4.11,888.49,40.01,18.07,-43.99,32.26,79.75,-72.30,7.12,11.35,20.11,0.00,20.69,393.49,-0.35,1761.89,0.56,0.77,18.07,130.03,10.99,16.30,115.78,3.97,1.36,93.97,187.63,858.84,43.92,2.59,64.14,167.17,-1.32,162.07,949.80,75.77,649.57,14.30,2.76,455.22,29390.00,30066.00,31516.00,5.53,6.17,48.30,162.07
Manipal Health,544847,MANIPALHOS,INE459N01021,Healthcare Services,Hospital,724.35,95311.34,2740.18,757.70,670.73,4.40,12863.06,72.08,571.25,,,,,,,,,105.18,,,10335.75,25.40,,571.83,906.18,12.10,12.70,-10.08,12.34,5.45,2078.40,1569.83,670.19,,,,330.29,5.25,323.21,8190.14,2675.19,1716.65,39.36,,4713.05,338074.00,,,3.66,5.20,18.81,323.21
Mankind Pharma,543904,MANKIND,INE634S01028,Pharmaceuticals & Biotechnology,Pharmaceuticals,2385.00,98623.13,3995.17,3054.80,2359.39,10.81,6311.54,72.63,568.06,29.60,438.32,570.58,2.62,696.20,413.88,520.18,0.00,46.25,4181.80,13.11,14737.88,14.16,12.89,574.09,2132.35,13.53,13.14,12.65,14.24,3.79,3121.29,2413.38,2359.14,1077.63,16.68,39.88,554.50,8.78,482.77,16259.06,1985.18,5416.89,25.09,6.04,4030.59,166715.00,177606.00,179549.00,9.45,15.39,2.53,482.77
Manorama Indust.,541974,MANORAMA,INE00VM01036,Food Products,Other Food Products,1958.70,12429.94,379.07,2043.00,1464.58,4.13,355.47,54.32,81.59,61.31,50.58,59.52,37.08,116.97,68.24,54.88,0.00,47.04,502.98,55.57,1472.11,58.81,39.51,81.59,264.23,35.45,40.32,77.23,20.20,68.05,259.37,-58.73,1459.61,136.09,18.53,73.48,96.18,-2.58,91.36,682.92,10.28,925.14,30.21,16.83,403.96,33841.00,36335.00,24617.00,3.22,2.63,39.83,91.36
Maple Inf. Trust,543925,,INE0M5S23019,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",142.90,9836.63,983.82,145.60,124.61,1.85,7358.37,,-54.45,-260.12,-15.12,-37.88,-43.74,-34.17,-45.75,-19.34,0.00,,585.90,168.30,2032.22,131.26,172.37,-54.45,-157.42,5.36,-3.14,-73.16,-8.26,2.03,850.57,527.72,124.43,368.73,-0.72,70.12,752.17,5.89,1093.39,-800.58,0.00,1225.18,13.37,1.51,659.51,,,,,,,1093.39
Marathon Nextgen,503101,MARATHON,INE182D01020,Realty,"Residential, Commercial Projects",354.60,2390.92,263.56,774.55,458.44,48.60,99.38,56.42,50.23,-16.12,59.88,44.70,15.18,35.72,32.73,66.54,0.00,12.27,133.83,14.53,552.80,-1.06,40.26,52.43,194.82,12.50,11.82,-7.00,26.55,2.87,-54.16,-25.31,459.48,36.89,5.07,34.49,91.80,-1.04,134.71,2241.13,398.86,1635.40,9.41,1.05,197.50,14230.00,14399.00,11069.00,4.68,14.71,24.20,134.71
Marico,531642,MARICO,INE196A01026,Agricultural Food & other Products,Edible Oil,858.35,111637.56,2524.00,889.95,793.66,3.55,557.00,58.92,630.00,25.00,504.00,391.00,59.80,682.89,460.00,432.00,2.03,59.13,4310.91,23.81,14277.00,25.14,22.85,652.00,1888.00,47.05,42.82,13.12,16.48,6.14,2084.00,1363.00,793.01,769.83,5.08,51.18,777.00,28.68,493.00,4080.00,2083.00,3912.00,41.56,26.47,3957.00,293560.00,287764.00,288218.00,23.40,12.87,4.49,493.00
Marine Electric.,,MARINE,INE01JE01028,Industrial Manufacturing,Industrial Products,373.25,5223.43,110.75,395.00,240.56,5.51,88.60,68.20,17.27,48.75,11.61,19.48,-5.71,21.22,11.83,16.62,0.00,80.34,287.97,29.57,969.12,21.81,55.20,17.51,65.02,18.22,13.22,51.55,6.76,27.13,-16.06,55.44,239.23,31.88,1.50,75.84,55.31,-2.50,148.09,464.92,3.49,756.20,42.62,10.60,259.16,86580.00,89030.00,96332.00,1.12,0.41,30.27,148.09
Marksans Pharma,524404,MARKSANS,INE750C01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,320.85,14519.77,682.16,358.70,226.41,7.19,343.38,43.87,157.17,169.50,58.32,148.13,6.97,165.85,113.69,99.14,0.00,28.10,895.35,24.28,3171.75,19.59,35.62,159.41,516.75,18.80,15.17,47.58,18.96,4.71,458.13,206.66,225.46,201.82,3.61,67.65,704.21,4.15,989.65,2977.84,0.00,2722.74,17.00,4.81,840.80,246635.00,246279.00,256221.00,17.47,6.19,32.46,989.65
Maruti Suzuki,532500,MARUTI,INE585B01010,Automobiles,Passenger Cars & Utility Vehicles,13809.00,434215.60,25951.20,17371.60,13938.74,20.51,102.50,58.65,3446.90,-9.11,3792.40,3659.00,-5.80,3729.77,3879.10,3349.00,0.00,30.29,55144.00,30.23,197180.60,26.61,35.91,3446.90,14334.00,18.87,14.26,-1.37,6.57,2.75,19099.90,16180.00,13940.05,5762.62,118.63,48.36,552.90,7.20,1580.00,106999.10,76838.50,23533.00,16.75,4.05,52469.80,411238.00,400860.00,367608.00,12.82,25.09,3.35,1580.00
MAS FINANC SER,540749,MASFIN,INE348L01012,Finance,Non Banking Financial Company (NBFC),300.25,5435.48,1430.06,423.34,311.33,16.33,10317.63,66.66,108.46,26.78,85.55,103.12,5.43,176.70,93.32,91.43,0.00,13.67,588.32,22.51,2091.91,23.12,20.70,110.15,397.54,11.30,13.42,22.62,19.58,-0.33,-1786.77,-1123.17,311.44,414.08,9.59,40.29,1141.41,-11.70,1004.02,2792.62,972.31,1438.10,10.00,1.83,562.46,39685.00,40107.00,46496.00,3.69,19.68,9.97,1004.02
Mastek,523704,MASTEK,INE759A01021,IT - Software,Computers - Software & Consulting,1693.50,5253.16,655.97,3669.00,1840.52,35.50,438.26,35.77,105.88,15.02,92.05,122.50,-0.25,129.98,108.35,97.45,0.00,11.98,995.73,5.89,3769.30,5.97,7.71,105.88,438.65,18.02,15.57,11.97,10.75,1.21,541.69,395.14,1841.99,156.03,41.93,39.35,461.47,13.20,705.14,2976.35,233.96,2114.34,7.43,1.75,985.25,90431.00,88918.00,98013.00,7.45,19.86,36.94,705.14
Max Estates,544008,MAXESTATES,INE03EI01018,Realty,"Residential, Commercial Projects",499.85,8183.31,101.53,724.45,425.74,1.99,2411.87,45.25,4.80,-58.08,11.45,-5.01,304.66,-18.09,0.02,7.82,0.00,1394.09,55.77,14.35,199.88,16.57,0.85,8.35,5.87,1.40,-1.27,-88.42,16.09,-6.11,-615.65,225.01,425.00,7.56,-0.64,75.13,1083.36,-8.08,615.03,2256.46,385.36,8147.53,86.94,3.38,51.91,29722.00,30720.00,31058.00,25.84,8.20,20.69,615.03
Max Financial,500271,MFSL,INE180A01020,Insurance,Life Insurance,1575.00,54114.07,228.08,1892.50,1590.23,16.78,1858.65,1.25,95.56,36.38,70.07,-27.75,475.29,27.32,44.76,5.87,26.92,498.72,11316.88,15.58,49821.97,4.91,16.75,118.29,108.51,2.87,1.52,-60.13,0.79,0.49,11472.70,8351.60,1590.39,63.36,0.64,55.75,1123.49,107.18,2137.15,5213.13,186014.02,12285.60,188.20,10.29,14969.51,80336.00,77069.00,80467.00,48.06,44.34,6.35,2137.15
Max Healthcare,543220,MAXHEALTH,INE027H01010,Healthcare Services,Hospital,997.90,97176.87,2404.80,1314.30,1060.57,20.74,3478.36,23.71,322.96,4.87,307.97,342.22,-5.63,442.91,300.92,491.30,0.00,64.90,2457.43,15.08,8712.05,15.96,16.70,322.96,1497.22,14.71,14.74,24.82,13.65,6.33,1633.32,1437.96,1061.20,648.19,4.55,31.77,681.89,2.52,700.60,9773.50,5.46,1944.79,40.22,9.04,2366.17,224606.00,216996.00,162119.00,41.78,29.95,4.55,700.60
Mayur Uniquoters,522249,MAYURUNIQ,INE040D01038,Consumer Durables,Leather And Leather Products,776.05,3366.59,289.73,907.00,658.54,14.44,7.78,58.77,56.12,37.79,40.73,59.43,-5.57,55.77,50.73,40.84,0.00,16.25,281.19,17.01,1020.37,15.58,24.71,56.12,207.12,24.74,18.37,35.69,20.84,2.51,133.15,156.94,657.36,64.47,12.83,50.82,88.00,10.78,81.14,1110.78,284.94,839.37,10.65,2.98,269.23,37381.00,38037.00,39078.00,4.78,3.13,33.33,81.14
Mazagon Dock,543237,MAZDOCK,INE249Z01020,Industrial Manufacturing,Ship Building & Allied Services,2570.00,104352.45,3405.30,3778.00,2500.79,16.05,447.37,81.22,549.41,21.51,452.15,679.18,-18.35,584.69,879.78,749.48,0.00,36.51,3376.92,15.28,13323.42,13.87,12.08,550.46,2857.85,35.98,29.17,31.72,18.71,28.11,-2653.88,2102.05,2500.10,655.98,14.47,63.49,16149.61,-4.28,13096.49,9553.19,914.79,22271.60,24.78,10.63,2942.70,805823.00,808455.00,719743.00,1.72,5.02,12.04,13096.49
Medi Assist Ser.,544088,MEDIASSIST,INE456Z01021,Insurance,Insurance Distributors,355.90,2661.68,194.25,716.15,393.72,38.21,54.40,4.61,27.68,23.57,22.40,53.44,-49.35,27.43,4.14,8.07,0.00,26.94,294.73,26.74,950.74,27.42,24.12,27.59,98.81,14.09,13.92,4.65,11.66,2.27,118.07,138.09,394.10,55.52,3.67,51.59,185.06,8.14,86.34,801.60,157.97,585.18,12.91,3.17,236.52,88148.00,88970.00,102991.00,25.42,47.24,22.74,86.34
Medplus Health,543427,MEDPLUS,INE804L01022,Retailing,Pharmacy Retail,656.30,7877.92,675.98,1343.00,808.33,35.80,1424.38,40.19,33.18,-21.67,42.36,63.98,-48.15,49.71,57.79,55.50,60.74,37.43,2010.82,19.74,7229.44,16.79,21.84,33.17,210.47,12.56,11.64,18.02,1.76,2.19,495.58,540.43,809.86,165.17,4.14,30.01,367.22,9.76,462.16,1951.35,0.00,2068.65,12.89,3.99,1879.60,76005.00,77278.00,81742.00,14.38,29.95,15.45,462.16
Meesho,544632,MEESHO,INE0VDM01015,Retailing,E-Retail/ E-Commerce,209.51,96858.57,-1012.40,254.65,177.03,17.73,62.63,16.41,-132.84,38.48,-215.92,-166.35,20.14,,-490.68,-411.36,0.00,,,,13835.29,34.47,48.28,-132.84,-1163.64,-35.59,-42.32,74.56,-3.58,,-3875.34,539.37,176.71,,,71.84,378.39,-36.66,1893.13,3929.97,1210.39,5371.63,-96.46,21.80,3712.81,246157.00,189154.00,,5.19,9.14,69.26,1893.13
Metro Brands,543426,METROBRAND,INE317I01021,Consumer Durables,Footwear,914.30,24938.18,973.20,1441.20,1050.69,31.79,1570.21,71.80,93.79,-4.79,98.51,116.61,-19.09,104.88,130.37,68.98,0.00,61.36,756.99,16.26,2955.75,15.48,14.66,95.26,406.44,20.18,22.21,13.72,13.22,4.22,473.79,697.53,1052.06,219.04,3.79,23.59,101.00,14.49,41.81,1856.88,672.61,1829.27,26.70,12.50,720.36,57942.00,59425.00,64907.00,3.73,7.68,16.78,41.81
Metropolis Healt,542650,METROPOLIS,INE112L01020,Healthcare Services,Healthcare Service Provider,540.80,11202.40,427.22,894.98,515.64,11.21,231.91,48.86,56.67,25.77,45.06,50.83,11.64,80.35,42.09,52.89,1.18,53.82,518.57,20.82,1710.00,21.80,16.62,56.89,208.15,17.81,13.63,36.87,12.64,3.25,350.70,262.75,515.39,128.70,3.86,40.60,49.02,14.09,62.32,1471.69,142.40,327.97,25.53,7.41,450.22,50636.00,49175.00,50015.00,11.03,35.12,5.00,62.32
Midwest,544587,MIDWESTLTD,INE0XAD01024,Consumer Durables,Granites & Marbles,1154.00,4159.75,188.53,1859.90,1265.18,37.95,192.42,77.12,29.40,26.67,23.21,35.56,-16.18,36.00,17.36,27.71,1.39,37.46,182.30,14.88,695.20,10.21,34.84,31.04,111.05,15.40,13.26,11.71,16.18,3.46,174.72,87.31,1266.29,49.02,9.43,40.31,16.54,1.07,228.77,944.29,0.00,597.81,20.60,4.34,191.84,20204.00,21086.00,,3.88,14.46,4.44,228.77
Midwest Energy,526570,,INE519N01014,Other Construction Materials,Other Construction Materials,3679.55,4773.18,-8.12,5900.00,3698.60,37.63,301.62,58.45,-1.02,70.52,-3.46,-3.45,70.43,,-3.25,-3.53,0.00,,,,14.40,1010.26,1173.47,-1.02,-10.92,-2.55,-5.73,-153.14,-16.35,,-9.80,-33.28,3698.79,,,53.72,41.54,,219.64,387.78,1.55,258.46,-1078.92,11.85,6.24,8825.00,8868.00,6822.00,12.63,1.57,27.35,219.64
Milky Mist Dairy,544868,MILKYMIST,INE00IT01020,Food Products,Dairy Products,184.89,14240.76,434.36,211.90,181.71,12.75,1676.72,79.51,,,,,,,,,,113.18,,,3138.36,33.58,,,125.82,13.71,31.92,173.28,,,301.79,314.86,181.68,,,,20.88,-9.49,13.60,334.56,0.00,592.25,36.61,,,374038.00,,,3.16,4.76,12.55,13.60
Minda Corp,538962,MINDACORP,INE842C01021,Auto Components,Auto Components & Equipments,743.30,17768.37,732.80,769.00,607.67,3.34,1476.20,64.84,107.57,64.70,65.31,122.60,66.33,125.97,84.27,84.64,0.00,44.09,1982.22,29.10,6645.77,26.59,33.22,206.25,403.00,12.67,14.71,57.13,5.83,3.45,675.60,544.40,606.31,230.06,5.26,61.69,96.70,4.61,147.10,2591.00,1558.40,2017.60,24.17,6.73,1846.31,98747.00,89480.00,93526.00,9.30,17.87,6.43,147.10
Mindspace Busine,543217,MINDSPACE,INE0CCU25019,Realty,Real Estate Investment Trusts (REITs),497.96,32989.84,2532.46,525.50,468.30,5.24,12991.06,,261.87,67.10,156.71,198.56,30.21,344.94,191.95,126.79,47.58,42.33,984.09,27.47,3422.52,25.85,27.85,271.81,779.40,7.64,4.65,53.92,28.72,1.55,2413.89,2017.35,468.00,742.24,5.02,64.09,741.10,2.62,1296.21,-2650.64,4.33,1833.04,16.57,2.15,946.44,,,,,,,1296.21
Mishra Dhatu Nig,541195,MIDHANI,INE099Z01011,Aerospace & Defense,Aerospace & Defense,420.50,7883.17,275.58,547.50,387.76,7.97,406.84,74.00,16.31,27.42,12.80,77.75,-79.02,22.91,27.46,12.77,0.00,58.70,272.29,29.83,1277.63,18.17,40.46,16.31,134.29,11.30,8.88,14.04,6.81,5.66,154.67,216.96,387.44,45.45,1.22,50.44,51.02,7.04,192.21,1343.48,22.73,2115.30,28.83,5.15,239.49,154762.00,164331.00,164891.00,2.57,7.37,16.06,192.21
MMTC,513377,MMTC,INE123F01029,Commercial Services & Supplies,Trading & Distributors,66.27,9948.50,170.83,1897.72,64.39,15.45,0.02,89.93,104.20,135.48,44.25,29.98,-17.30,-76.36,46.27,170.81,0.00,49.42,1.46,32.32,2.73,-19.23,-50.00,104.24,201.32,8.66,5.23,184.35,15323.53,-7.01,-605.26,-362.72,64.37,-73.31,-0.51,59.12,1338.85,-23.01,1788.67,1970.72,533.14,2195.85,32.39,4.69,0.68,355989.00,365864.00,399746.00,0.16,1.78,8.15,1788.67
Mobavenue AI Tech,539682,,INE622Q01027,IT - Software,Software Products,307.10,2373.81,47.44,343.80,258.98,10.67,12.82,65.60,11.66,94.33,6.00,8.44,38.15,58.15,7.61,7.30,0.00,67.80,298.50,449.52,244.91,160.68,56.97,11.66,35.01,71.59,57.72,210.65,16.01,,34.82,-3.63,258.50,62.68,7.52,47.74,9.14,,45.69,75.10,32.66,148.41,42.13,26.21,72.85,4323.00,1237.00,596.00,0.00,0.04,34.35,45.69
Modern Insulator,515008,,INE219W01012,Electrical Equipment,Other Electrical Equipment,461.55,2175.93,116.56,579.00,341.96,20.28,68.17,60.18,29.60,94.48,15.22,23.84,24.16,30.28,24.13,16.59,0.00,23.11,244.48,38.53,766.76,41.77,33.19,29.60,94.16,19.40,15.85,133.07,15.72,6.45,46.68,39.71,340.76,34.81,6.43,45.71,7.29,3.70,17.11,496.12,114.42,499.37,15.96,4.00,188.30,140887.00,140264.00,139633.00,0.40,1.08,38.34,17.11
MOIL,533286,MOIL,INE490G01020,Minerals & Mining,Industrial Minerals,252.75,5149.19,507.65,588.35,305.02,37.61,0.00,64.68,87.62,70.10,51.51,92.61,-5.39,72.73,52.92,70.44,0.00,16.96,362.64,4.19,1510.96,4.92,6.56,87.62,303.59,12.64,10.00,8.12,23.62,1.45,157.26,434.29,305.54,115.52,3.57,28.30,900.00,-1.12,710.61,2505.76,23.80,1399.57,7.89,1.90,370.88,294789.00,296085.00,307460.00,3.73,6.82,24.76,710.61
Molbio Diagnosti,544866,MOLBIO,INE869T01028,Healthcare Equipment & Supplies,Medical Equipment & Supplies,1036.65,11903.86,329.13,1177.00,1042.27,11.92,450.07,41.29,,,,,,,,,,71.20,,,1445.69,41.68,,,167.19,18.48,15.64,10.05,,,50.39,287.10,1042.33,,,,129.05,5.26,367.11,1158.06,5.98,1384.85,36.42,,,233544.00,,,1.51,16.36,40.83,367.11
